Municipios;Sexo;Periodo;Total
36008 Cangas;Total;2011;26.121
36008 Cangas;Total;2010;25.913
36008 Cangas;Total;2009;25.748
36008 Cangas;Total;2008;25.537
36008 Cangas;Total;2007;25.402
36008 Cangas;Total;2006;25.202
36008 Cangas;Total;2005;24.849
36008 Cangas;Total;2004;24.643
36008 Cangas;Total;2003;24.458
36008 Cangas;Total;2002;24.147
36008 Cangas;Total;2001;23.756
36008 Cangas;Total;2000;23.442
36008 Cangas;Total;1999;23.413
36008 Cangas;Total;1998;23.235
36008 Cangas;Total;1997;""
36008 Cangas;Total;1996;23.231
36008 Cangas;Hombres;2020;13.195
36008 Cangas;Hombres;2019;13.135
36008 Cangas;Hombres;2018;13.078
36008 Cangas;Hombres;2017;13.080
36008 Cangas;Hombres;2016;13.127
36008 Cangas;Hombres;2015;13.081
36008 Cangas;Hombres;2014;13.099
36008 Cangas;Hombres;2013;12.935
36008 Cangas;Hombres;2012;12.918
36008 Cangas;Hombres;2011;12.954
36008 Cangas;Hombres;2010;12.864
36008 Cangas;Hombres;2009;12.753
36008 Cangas;Hombres;2008;12.681
36008 Cangas;Hombres;2007;12.635
36008 Cangas;Hombres;2006;12.533
36008 Cangas;Hombres;2005;12.330
36008 Cangas;Hombres;2004;12.237
36008 Cangas;Hombres;2003;12.131
36008 Cangas;Hombres;2002;11.997
36008 Cangas;Hombres;2001;11.760
36008 Cangas;Hombres;2000;11.569
36008 Cangas;Hombres;1999;11.549
36008 Cangas;Hombres;1998;11.468
36008 Cangas;Hombres;1997;""
36008 Cangas;Hombres;1996;11.466
36008 Cangas;Mujeres;2020;13.387
36008 Cangas;Mujeres;2019;13.407
36008 Cangas;Mujeres;2018;13.409
36008 Cangas;Mujeres;2017;13.410
36008 Cangas;Mujeres;2016;13.457
36008 Cangas;Mujeres;2015;13.439
36008 Cangas;Mujeres;2014;13.468
36008 Cangas;Mujeres;2013;13.238
36008 Cangas;Mujeres;2012;13.169
36008 Cangas;Mujeres;2011;13.167
36008 Cangas;Mujeres;2010;13.049
36008 Cangas;Mujeres;2009;12.995
36008 Cangas;Mujeres;2008;12.856
36008 Cangas;Mujeres;2007;12.767
36008 Cangas;Mujeres;2006;12.669
36008 Cangas;Mujeres;2005;12.519
36008 Cangas;Mujeres;2004;12.406
36008 Cangas;Mujeres;2003;12.327
36008 Cangas;Mujeres;2002;12.150
36008 Cangas;Mujeres;2001;11.996
36008 Cangas;Mujeres;2000;11.873
36008 Cangas;Mujeres;1999;11.864
36008 Cangas;Mujeres;1998;11.767
36008 Cangas;Mujeres;1997;""
36008 Cangas;Mujeres;1996;11.765
36009 Cañiza, A;Total;2020;5.122
36009 Cañiza, A;Total;2019;5.180
36009 Cañiza, A;Total;2018;5.173
36009 Cañiza, A;Total;2017;5.233
36009 Cañiza, A;Total;2016;5.234
36009 Cañiza, A;Total;2015;5.230
36009 Cañiza, A;Total;2014;5.342
36009 Cañiza, A;Total;2013;5.416
36009 Cañiza, A;Total;2012;5.511
36009 Cañiza, A;Total;2011;6.461
36009 Cañiza, A;Total;2010;6.517
36009 Cañiza, A;Total;2009;6.583
36009 Cañiza, A;Total;2008;6.651
36009 Cañiza, A;Total;2007;6.696
36009 Cañiza, A;Total;2006;6.714
36009 Cañiza, A;Total;2005;6.747
36009 Cañiza, A;Total;2004;6.782
36009 Cañiza, A;Total;2003;6.719
36009 Cañiza, A;Total;2002;6.919
36009 Cañiza, A;Total;2001;7.022
36009 Cañiza, A;Total;2000;6.986
36009 Cañiza, A;Total;1999;7.176
36009 Cañiza, A;Total;1998;7.245
36009 Cañiza, A;Total;1997;""
36009 Cañiza, A;Total;1996;7.695
36009 Cañiza, A;Hombres;2020;2.510
36009 Cañiza, A;Hombres;2019;2.535
36009 Cañiza, A;Hombres;2018;2.527
36009 Cañiza, A;Hombres;2017;2.546
36009 Cañiza, A;Hombres;2016;2.561
36009 Cañiza, A;Hombres;2015;2.551
36009 Cañiza, A;Hombres;2014;2.597
36009 Cañiza, A;Hombres;2013;2.647
36009 Cañiza, A;Hombres;2012;2.698
36009 Cañiza, A;Hombres;2011;3.145
36009 Cañiza, A;Hombres;2010;3.171
36009 Cañiza, A;Hombres;2009;3.192
36009 Cañiza, A;Hombres;2008;3.233
36009 Cañiza, A;Hombres;2007;3.222
36009 Cañiza, A;Hombres;2006;3.239
36009 Cañiza, A;Hombres;2005;3.235
36009 Cañiza, A;Hombres;2004;3.252
36009 Cañiza, A;Hombres;2003;3.216
36009 Cañiza, A;Hombres;2002;3.301
36009 Cañiza, A;Hombres;2001;3.342
36009 Cañiza, A;Hombres;2000;3.313
36009 Cañiza, A;Hombres;1999;3.359
36009 Cañiza, A;Hombres;1998;3.401
36009 Cañiza, A;Hombres;1997;""
36009 Cañiza, A;Hombres;1996;3.664
36009 Cañiza, A;Mujeres;2020;2.612
36009 Cañiza, A;Mujeres;2019;2.645
36009 Cañiza, A;Mujeres;2018;2.646
36009 Cañiza, A;Mujeres;2017;2.687
36009 Cañiza, A;Mujeres;2016;2.673
36009 Cañiza, A;Mujeres;2015;2.679
36009 Cañiza, A;Mujeres;2014;2.745
36009 Cañiza, A;Mujeres;2013;2.769
36009 Cañiza, A;Mujeres;2012;2.813
36009 Cañiza, A;Mujeres;2011;3.316
36009 Cañiza, A;Mujeres;2010;3.346
36009 Cañiza, A;Mujeres;2009;3.391
36009 Cañiza, A;Mujeres;2008;3.418
36009 Cañiza, A;Mujeres;2007;3.474
36009 Cañiza, A;Mujeres;2006;3.475
36009 Cañiza, A;Mujeres;2005;3.512
36009 Cañiza, A;Mujeres;2004;3.530
36009 Cañiza, A;Mujeres;2003;3.503
36009 Cañiza, A;Mujeres;2002;3.618
36009 Cañiza, A;Mujeres;2001;3.680
36009 Cañiza, A;Mujeres;2000;3.673
36009 Cañiza, A;Mujeres;1999;3.817
36009 Cañiza, A;Mujeres;1998;3.844
36009 Cañiza, A;Mujeres;1997;""
36009 Cañiza, A;Mujeres;1996;4.031
36010 Catoira;Total;2020;3.331
36010 Catoira;Total;2019;3.335
36010 Catoira;Total;2018;3.349
36010 Catoira;Total;2017;3.337
36010 Catoira;Total;2016;3.376
36010 Catoira;Total;2015;3.368
36010 Catoira;Total;2014;3.402
36010 Catoira;Total;2013;3.421
36010 Catoira;Total;2012;3.484
36010 Catoira;Total;2011;3.489
36010 Catoira;Total;2010;3.469
36010 Catoira;Total;2009;3.473
36010 Catoira;Total;2008;3.485
36010 Catoira;Total;2007;3.480
36010 Catoira;Total;2006;3.482
36010 Catoira;Total;2005;3.502
36010 Catoira;Total;2004;3.510
36010 Catoira;Total;2003;3.501
36010 Catoira;Total;2002;3.522
36010 Catoira;Total;2001;3.537
36010 Catoira;Total;2000;3.507
36010 Catoira;Total;1999;3.528
36010 Catoira;Total;1998;3.541
36010 Catoira;Total;1997;""
36010 Catoira;Total;1996;3.612
36010 Catoira;Hombres;2020;1.615
36010 Catoira;Hombres;2019;1.615
36010 Catoira;Hombres;2018;1.623
36010 Catoira;Hombres;2017;1.623
36010 Catoira;Hombres;2016;1.644
36010 Catoira;Hombres;2015;1.651
36010 Catoira;Hombres;2014;1.675
36010 Catoira;Hombres;2013;1.683
36010 Catoira;Hombres;2012;1.696
36010 Catoira;Hombres;2011;1.711
36010 Catoira;Hombres;2010;1.697
36010 Catoira;Hombres;2009;1.690
36010 Catoira;Hombres;2008;1.689
36010 Catoira;Hombres;2007;1.692
36010 Catoira;Hombres;2006;1.696
36010 Catoira;Hombres;2005;1.715
36010 Catoira;Hombres;2004;1.716
36010 Catoira;Hombres;2003;1.713
36010 Catoira;Hombres;2002;1.720
36010 Catoira;Hombres;2001;1.733
36010 Catoira;Hombres;2000;1.720
36010 Catoira;Hombres;1999;1.714
36010 Catoira;Hombres;1998;1.723
36010 Catoira;Hombres;1997;""
36010 Catoira;Hombres;1996;1.771
36010 Catoira;Mujeres;2020;1.716
36010 Catoira;Mujeres;2019;1.720
36010 Catoira;Mujeres;2018;1.726
36010 Catoira;Mujeres;2017;1.714
36010 Catoira;Mujeres;2016;1.732
36010 Catoira;Mujeres;2015;1.717
36010 Catoira;Mujeres;2014;1.727
36010 Catoira;Mujeres;2013;1.738
36010 Catoira;Mujeres;2012;1.788
36010 Catoira;Mujeres;2011;1.778
36010 Catoira;Mujeres;2010;1.772
36010 Catoira;Mujeres;2009;1.783
36010 Catoira;Mujeres;2008;1.796
36010 Catoira;Mujeres;2007;1.788
36010 Catoira;Mujeres;2006;1.786
36010 Catoira;Mujeres;2005;1.787
36010 Catoira;Mujeres;2004;1.794
36010 Catoira;Mujeres;2003;1.788
36010 Catoira;Mujeres;2002;1.802
36010 Catoira;Mujeres;2001;1.804
36010 Catoira;Mujeres;2000;1.787
36010 Catoira;Mujeres;1999;1.814
36010 Catoira;Mujeres;1998;1.818
36010 Catoira;Mujeres;1997;""
36010 Catoira;Mujeres;1996;1.841
36011 Cerdedo;Total;2020;""
36011 Cerdedo;Total;2019;""
36011 Cerdedo;Total;2018;""
36011 Cerdedo;Total;2017;""
36011 Cerdedo;Total;2016;1.781
36011 Cerdedo;Total;2015;1.828
36011 Cerdedo;Total;2014;1.860
36011 Cerdedo;Total;2013;1.865
36011 Cerdedo;Total;2012;1.916
36011 Cerdedo;Total;2011;2.297
36011 Cerdedo;Total;2010;2.299
36011 Cerdedo;Total;2009;2.290
36011 Cerdedo;Total;2008;2.350
36011 Cerdedo;Total;2007;2.402
36011 Cerdedo;Total;2006;2.330
36011 Cerdedo;Total;2005;2.333
36011 Cerdedo;Total;2004;2.308
36011 Cerdedo;Total;2003;2.313
36011 Cerdedo;Total;2002;2.434
36011 Cerdedo;Total;2001;2.523
36011 Cerdedo;Total;2000;2.566
36011 Cerdedo;Total;1999;2.592
36011 Cerdedo;Total;1998;2.684
36011 Cerdedo;Total;1997;""
36011 Cerdedo;Total;1996;2.771
36011 Cerdedo;Hombres;2020;""
36011 Cerdedo;Hombres;2019;""
36011 Cerdedo;Hombres;2018;""
36011 Cerdedo;Hombres;2017;""
36011 Cerdedo;Hombres;2016;834
36011 Cerdedo;Hombres;2015;854
36011 Cerdedo;Hombres;2014;856
36011 Cerdedo;Hombres;2013;870
36011 Cerdedo;Hombres;2012;901
36011 Cerdedo;Hombres;2011;1.063
36011 Cerdedo;Hombres;2010;1.050
36011 Cerdedo;Hombres;2009;1.047
36011 Cerdedo;Hombres;2008;1.092
36011 Cerdedo;Hombres;2007;1.098
36011 Cerdedo;Hombres;2006;1.047
36011 Cerdedo;Hombres;2005;1.053
36011 Cerdedo;Hombres;2004;1.041
36011 Cerdedo;Hombres;2003;1.040
36011 Cerdedo;Hombres;2002;1.086
36011 Cerdedo;Hombres;2001;1.110
36011 Cerdedo;Hombres;2000;1.122
36011 Cerdedo;Hombres;1999;1.128
36011 Cerdedo;Hombres;1998;1.162
36011 Cerdedo;Hombres;1997;""
36011 Cerdedo;Hombres;1996;1.204
36011 Cerdedo;Mujeres;2020;""
36011 Cerdedo;Mujeres;2019;""
36011 Cerdedo;Mujeres;2018;""
36011 Cerdedo;Mujeres;2017;""
36011 Cerdedo;Mujeres;2016;947
36011 Cerdedo;Mujeres;2015;974
36011 Cerdedo;Mujeres;2014;1.004
36011 Cerdedo;Mujeres;2013;995
36011 Cerdedo;Mujeres;2012;1.015
36011 Cerdedo;Mujeres;2011;1.234
36011 Cerdedo;Mujeres;2010;1.249
36011 Cerdedo;Mujeres;2009;1.243
36011 Cerdedo;Mujeres;2008;1.258
36011 Cerdedo;Mujeres;2007;1.304
36011 Cerdedo;Mujeres;2006;1.283
36011 Cerdedo;Mujeres;2005;1.280
36011 Cerdedo;Mujeres;2004;1.267
36011 Cerdedo;Mujeres;2003;1.273
36011 Cerdedo;Mujeres;2002;1.348
36011 Cerdedo;Mujeres;2001;1.413
36011 Cerdedo;Mujeres;2000;1.444
36011 Cerdedo;Mujeres;1999;1.464
36011 Cerdedo;Mujeres;1998;1.522
36011 Cerdedo;Mujeres;1997;""
36011 Cerdedo;Mujeres;1996;1.567
36902 Cerdedo-Cotobade;Total;2020;5.697
36902 Cerdedo-Cotobade;Total;2019;5.699
36902 Cerdedo-Cotobade;Total;2018;5.815
36902 Cerdedo-Cotobade;Total;2017;6.107
36902 Cerdedo-Cotobade;Total;2016;""
36902 Cerdedo-Cotobade;Total;2015;""
36902 Cerdedo-Cotobade;Total;2014;""
36902 Cerdedo-Cotobade;Total;2013;""
36902 Cerdedo-Cotobade;Total;2012;""
36902 Cerdedo-Cotobade;Total;2011;""
36902 Cerdedo-Cotobade;Total;2010;""
36902 Cerdedo-Cotobade;Total;2009;""
36902 Cerdedo-Cotobade;Total;2008;""
36902 Cerdedo-Cotobade;Total;2007;""
36902 Cerdedo-Cotobade;Total;2006;""
36902 Cerdedo-Cotobade;Total;2005;""
36902 Cerdedo-Cotobade;Total;2004;""
36902 Cerdedo-Cotobade;Total;2003;""
36902 Cerdedo-Cotobade;Total;2002;""
36902 Cerdedo-Cotobade;Total;2001;""
36902 Cerdedo-Cotobade;Total;2000;""
36902 Cerdedo-Cotobade;Total;1999;""
36902 Cerdedo-Cotobade;Total;1998;""
36902 Cerdedo-Cotobade;Total;1997;""
36902 Cerdedo-Cotobade;Total;1996;""
36902 Cerdedo-Cotobade;Hombres;2020;2.771
36902 Cerdedo-Cotobade;Hombres;2019;2.759
36902 Cerdedo-Cotobade;Hombres;2018;2.795
36902 Cerdedo-Cotobade;Hombres;2017;2.913
36902 Cerdedo-Cotobade;Hombres;2016;""
36902 Cerdedo-Cotobade;Hombres;2015;""
36902 Cerdedo-Cotobade;Hombres;2014;""
36902 Cerdedo-Cotobade;Hombres;2013;""
36902 Cerdedo-Cotobade;Hombres;2012;""
36902 Cerdedo-Cotobade;Hombres;2011;""
36902 Cerdedo-Cotobade;Hombres;2010;""
36902 Cerdedo-Cotobade;Hombres;2009;""
36902 Cerdedo-Cotobade;Hombres;2008;""
36902 Cerdedo-Cotobade;Hombres;2007;""
36902 Cerdedo-Cotobade;Hombres;2006;""
36902 Cerdedo-Cotobade;Hombres;2005;""
36902 Cerdedo-Cotobade;Hombres;2004;""
36902 Cerdedo-Cotobade;Hombres;2003;""
36902 Cerdedo-Cotobade;Hombres;2002;""
36902 Cerdedo-Cotobade;Hombres;2001;""
36902 Cerdedo-Cotobade;Hombres;2000;""
36902 Cerdedo-Cotobade;Hombres;1999;""
36902 Cerdedo-Cotobade;Hombres;1998;""
36902 Cerdedo-Cotobade;Hombres;1997;""
36902 Cerdedo-Cotobade;Hombres;1996;""
36902 Cerdedo-Cotobade;Mujeres;2020;2.926
36902 Cerdedo-Cotobade;Mujeres;2019;2.940
36902 Cerdedo-Cotobade;Mujeres;2018;3.020
36902 Cerdedo-Cotobade;Mujeres;2017;3.194
36902 Cerdedo-Cotobade;Mujeres;2016;""
36902 Cerdedo-Cotobade;Mujeres;2015;""
36902 Cerdedo-Cotobade;Mujeres;2014;""
36902 Cerdedo-Cotobade;Mujeres;2013;""
36902 Cerdedo-Cotobade;Mujeres;2012;""
36902 Cerdedo-Cotobade;Mujeres;2011;""
36902 Cerdedo-Cotobade;Mujeres;2010;""
36902 Cerdedo-Cotobade;Mujeres;2009;""
36902 Cerdedo-Cotobade;Mujeres;2008;""
36902 Cerdedo-Cotobade;Mujeres;2007;""
36902 Cerdedo-Cotobade;Mujeres;2006;""
36902 Cerdedo-Cotobade;Mujeres;2005;""
36902 Cerdedo-Cotobade;Mujeres;2004;""
36902 Cerdedo-Cotobade;Mujeres;2003;""
36902 Cerdedo-Cotobade;Mujeres;2002;""
36902 Cerdedo-Cotobade;Mujeres;2001;""
36902 Cerdedo-Cotobade;Mujeres;2000;""
36902 Cerdedo-Cotobade;Mujeres;1999;""
36902 Cerdedo-Cotobade;Mujeres;1998;""
36902 Cerdedo-Cotobade;Mujeres;1997;""
36902 Cerdedo-Cotobade;Mujeres;1996;""
36012 Cotobade;Total;2020;""
36012 Cotobade;Total;2019;""
36012 Cotobade;Total;2018;""
36012 Cotobade;Total;2017;""
36012 Cotobade;Total;2016;4.290
36012 Cotobade;Total;2015;4.332
36012 Cotobade;Total;2014;4.327
36012 Cotobade;Total;2013;4.359
36012 Cotobade;Total;2012;4.394
36012 Cotobade;Total;2011;4.432
36012 Cotobade;Total;2010;4.427
36012 Cotobade;Total;2009;4.448
36012 Cotobade;Total;2008;4.517
36012 Cotobade;Total;2007;4.575
36012 Cotobade;Total;2006;4.608
36012 Cotobade;Total;2005;4.658
36012 Cotobade;Total;2004;4.644
36012 Cotobade;Total;2003;4.610
36012 Cotobade;Total;2002;4.629
36012 Cotobade;Total;2001;4.680
36012 Cotobade;Total;2000;4.786
36012 Cotobade;Total;1999;4.963
36012 Cotobade;Total;1998;5.012
36012 Cotobade;Total;1997;""
36012 Cotobade;Total;1996;5.123
36012 Cotobade;Hombres;2020;""
36012 Cotobade;Hombres;2019;""
36012 Cotobade;Hombres;2018;""
36012 Cotobade;Hombres;2017;""
36012 Cotobade;Hombres;2016;2.072
36012 Cotobade;Hombres;2015;2.099
36012 Cotobade;Hombres;2014;2.079
36012 Cotobade;Hombres;2013;2.093
36012 Cotobade;Hombres;2012;2.095
36012 Cotobade;Hombres;2011;2.101
36012 Cotobade;Hombres;2010;2.096
36012 Cotobade;Hombres;2009;2.098
36012 Cotobade;Hombres;2008;2.118
36012 Cotobade;Hombres;2007;2.131
36012 Cotobade;Hombres;2006;2.131
36012 Cotobade;Hombres;2005;2.148
36012 Cotobade;Hombres;2004;2.140
36012 Cotobade;Hombres;2003;2.116
36012 Cotobade;Hombres;2002;2.132
36012 Cotobade;Hombres;2001;2.140
36012 Cotobade;Hombres;2000;2.187
36012 Cotobade;Hombres;1999;2.271
36012 Cotobade;Hombres;1998;2.293
36012 Cotobade;Hombres;1997;""
36012 Cotobade;Hombres;1996;2.337
36012 Cotobade;Mujeres;2020;""
36012 Cotobade;Mujeres;2019;""
36012 Cotobade;Mujeres;2018;""
36012 Cotobade;Mujeres;2017;""
36012 Cotobade;Mujeres;2016;2.218
36012 Cotobade;Mujeres;2015;2.233
36012 Cotobade;Mujeres;2014;2.248
36012 Cotobade;Mujeres;2013;2.266
36012 Cotobade;Mujeres;2012;2.299
36012 Cotobade;Mujeres;2011;2.331
36012 Cotobade;Mujeres;2010;2.331
36012 Cotobade;Mujeres;2009;2.350
36012 Cotobade;Mujeres;2008;2.399
36012 Cotobade;Mujeres;2007;2.444
36012 Cotobade;Mujeres;2006;2.477
36012 Cotobade;Mujeres;2005;2.510
36012 Cotobade;Mujeres;2004;2.504
36012 Cotobade;Mujeres;2003;2.494
36012 Cotobade;Mujeres;2002;2.497
36012 Cotobade;Mujeres;2001;2.540
36012 Cotobade;Mujeres;2000;2.599
36012 Cotobade;Mujeres;1999;2.692
36012 Cotobade;Mujeres;1998;2.719
36012 Cotobade;Mujeres;1997;""
36012 Cotobade;Mujeres;1996;2.786
36013 Covelo;Total;2020;2.368
36013 Covelo;Total;2019;2.396
36013 Covelo;Total;2018;2.417
36013 Covelo;Total;2017;2.505
36013 Covelo;Total;2016;2.528
36013 Covelo;Total;2015;2.617
36013 Covelo;Total;2014;2.719
36013 Covelo;Total;2013;2.800
36013 Covelo;Total;2012;2.931
36013 Covelo;Total;2011;3.235
36013 Covelo;Total;2010;3.341
36013 Covelo;Total;2009;3.399
36013 Covelo;Total;2008;3.457
36013 Covelo;Total;2007;3.515
36013 Covelo;Total;2006;3.602
36013 Covelo;Total;2005;3.652
36013 Covelo;Total;2004;3.730
36013 Covelo;Total;2003;3.751
36013 Covelo;Total;2002;3.951
36013 Covelo;Total;2001;3.968
36013 Covelo;Total;2000;4.046
36013 Covelo;Total;1999;4.112
36013 Covelo;Total;1998;4.224
36013 Covelo;Total;1997;""
36013 Covelo;Total;1996;4.501
36013 Covelo;Hombres;2020;1.198
36013 Covelo;Hombres;2019;1.214
36013 Covelo;Hombres;2018;1.224
36013 Covelo;Hombres;2017;1.245
36013 Covelo;Hombres;2016;1.257
36013 Covelo;Hombres;2015;1.293
36013 Covelo;Hombres;2014;1.347
36013 Covelo;Hombres;2013;1.381
36013 Covelo;Hombres;2012;1.454
36013 Covelo;Hombres;2011;1.588
36013 Covelo;Hombres;2010;1.628
36013 Covelo;Hombres;2009;1.636
36013 Covelo;Hombres;2008;1.672
36013 Covelo;Hombres;2007;1.681
36013 Covelo;Hombres;2006;1.711
36013 Covelo;Hombres;2005;1.740
36013 Covelo;Hombres;2004;1.760
36013 Covelo;Hombres;2003;1.759
36013 Covelo;Hombres;2002;1.831
36013 Covelo;Hombres;2001;1.839
36013 Covelo;Hombres;2000;1.884
36013 Covelo;Hombres;1999;1.908
36013 Covelo;Hombres;1998;1.956
36013 Covelo;Hombres;1997;""
36013 Covelo;Hombres;1996;2.076
36013 Covelo;Mujeres;2020;1.170
36013 Covelo;Mujeres;2019;1.182
36013 Covelo;Mujeres;2018;1.193
36013 Covelo;Mujeres;2017;1.260
36013 Covelo;Mujeres;2016;1.271
36013 Covelo;Mujeres;2015;1.324
36013 Covelo;Mujeres;2014;1.372
36013 Covelo;Mujeres;2013;1.419
36013 Covelo;Mujeres;2012;1.477
36013 Covelo;Mujeres;2011;1.647
36013 Covelo;Mujeres;2010;1.713
36013 Covelo;Mujeres;2009;1.763
36013 Covelo;Mujeres;2008;1.785
36013 Covelo;Mujeres;2007;1.834
36013 Covelo;Mujeres;2006;1.891
36013 Covelo;Mujeres;2005;1.912
36013 Covelo;Mujeres;2004;1.970
36013 Covelo;Mujeres;2003;1.992
36013 Covelo;Mujeres;2002;2.120
36013 Covelo;Mujeres;2001;2.129
36013 Covelo;Mujeres;2000;2.162
36013 Covelo;Mujeres;1999;2.204
36013 Covelo;Mujeres;1998;2.268
36013 Covelo;Mujeres;1997;""
36013 Covelo;Mujeres;1996;2.425
36014 Crecente;Total;2020;1.994
36014 Crecente;Total;2019;2.012
36014 Crecente;Total;2018;2.032
36014 Crecente;Total;2017;2.082
36014 Crecente;Total;2016;2.131
36014 Crecente;Total;2015;2.252
36014 Crecente;Total;2014;2.261
36014 Crecente;Total;2013;2.314
36014 Crecente;Total;2012;2.367
36014 Crecente;Total;2011;2.533
36014 Crecente;Total;2010;2.540
36014 Crecente;Total;2009;2.596
36014 Crecente;Total;2008;2.652
36014 Crecente;Total;2007;2.698
36014 Crecente;Total;2006;2.677
36014 Crecente;Total;2005;2.748
36014 Crecente;Total;2004;2.756
36014 Crecente;Total;2003;2.779
36014 Crecente;Total;2002;2.818
36014 Crecente;Total;2001;2.873
36014 Crecente;Total;2000;2.984
36014 Crecente;Total;1999;3.062
36014 Crecente;Total;1998;2.979
36014 Crecente;Total;1997;""
36014 Crecente;Total;1996;3.060
36014 Crecente;Hombres;2020;973
36014 Crecente;Hombres;2019;974
36014 Crecente;Hombres;2018;981
36014 Crecente;Hombres;2017;997
36014 Crecente;Hombres;2016;1.012
36014 Crecente;Hombres;2015;1.077
36014 Crecente;Hombres;2014;1.088
36014 Crecente;Hombres;2013;1.113
36014 Crecente;Hombres;2012;1.138
36014 Crecente;Hombres;2011;1.219
36014 Crecente;Hombres;2010;1.220
36014 Crecente;Hombres;2009;1.242
36014 Crecente;Hombres;2008;1.254
36014 Crecente;Hombres;2007;1.267
36014 Crecente;Hombres;2006;1.239
36014 Crecente;Hombres;2005;1.267
36014 Crecente;Hombres;2004;1.268
36014 Crecente;Hombres;2003;1.288
36014 Crecente;Hombres;2002;1.303
36014 Crecente;Hombres;2001;1.318
36014 Crecente;Hombres;2000;1.370
36014 Crecente;Hombres;1999;1.393
36014 Crecente;Hombres;1998;1.352
36014 Crecente;Hombres;1997;""
36014 Crecente;Hombres;1996;1.392
36014 Crecente;Mujeres;2020;1.021
36014 Crecente;Mujeres;2019;1.038
36014 Crecente;Mujeres;2018;1.051
36014 Crecente;Mujeres;2017;1.085
36014 Crecente;Mujeres;2016;1.119
36014 Crecente;Mujeres;2015;1.175
36014 Crecente;Mujeres;2014;1.173
36014 Crecente;Mujeres;2013;1.201
36014 Crecente;Mujeres;2012;1.229
36014 Crecente;Mujeres;2011;1.314
36014 Crecente;Mujeres;2010;1.320
36014 Crecente;Mujeres;2009;1.354
36014 Crecente;Mujeres;2008;1.398
36014 Crecente;Mujeres;2007;1.431
36014 Crecente;Mujeres;2006;1.438
36014 Crecente;Mujeres;2005;1.481
36014 Crecente;Mujeres;2004;1.488
36014 Crecente;Mujeres;2003;1.491
36014 Crecente;Mujeres;2002;1.515
36014 Crecente;Mujeres;2001;1.555
36014 Crecente;Mujeres;2000;1.614
36014 Crecente;Mujeres;1999;1.669
36014 Crecente;Mujeres;1998;1.627
36014 Crecente;Mujeres;1997;""
36014 Crecente;Mujeres;1996;1.668
36015 Cuntis;Total;2020;4.665
36015 Cuntis;Total;2019;4.677
36015 Cuntis;Total;2018;4.710
36015 Cuntis;Total;2017;4.750
36015 Cuntis;Total;2016;4.794
36015 Cuntis;Total;2015;4.878
36015 Cuntis;Total;2014;4.931
36015 Cuntis;Total;2013;4.913
36015 Cuntis;Total;2012;4.992
36015 Cuntis;Total;2011;5.066
36015 Cuntis;Total;2010;5.115
36015 Cuntis;Total;2009;5.133
36015 Cuntis;Total;2008;5.172
36015 Cuntis;Total;2007;5.184
36015 Cuntis;Total;2006;5.267
36015 Cuntis;Total;2005;5.340
36015 Cuntis;Total;2004;5.443
36015 Cuntis;Total;2003;5.491
36015 Cuntis;Total;2002;5.573
36015 Cuntis;Total;2001;5.611
36015 Cuntis;Total;2000;5.660
36015 Cuntis;Total;1999;5.637
36015 Cuntis;Total;1998;5.733
36015 Cuntis;Total;1997;""
36015 Cuntis;Total;1996;5.834
36015 Cuntis;Hombres;2020;2.215
36015 Cuntis;Hombres;2019;2.218
36015 Cuntis;Hombres;2018;2.243
36015 Cuntis;Hombres;2017;2.255
36015 Cuntis;Hombres;2016;2.262
36015 Cuntis;Hombres;2015;2.311
36015 Cuntis;Hombres;2014;2.335
36015 Cuntis;Hombres;2013;2.311
36015 Cuntis;Hombres;2012;2.357
36015 Cuntis;Hombres;2011;2.383
36015 Cuntis;Hombres;2010;2.416
36015 Cuntis;Hombres;2009;2.421
36015 Cuntis;Hombres;2008;2.420
36015 Cuntis;Hombres;2007;2.411
36015 Cuntis;Hombres;2006;2.464
36015 Cuntis;Hombres;2005;2.500
36015 Cuntis;Hombres;2004;2.545
36015 Cuntis;Hombres;2003;2.556
36015 Cuntis;Hombres;2002;2.585
36015 Cuntis;Hombres;2001;2.590
36015 Cuntis;Hombres;2000;2.610
36015 Cuntis;Hombres;1999;2.596
36015 Cuntis;Hombres;1998;2.642
36015 Cuntis;Hombres;1997;""
36015 Cuntis;Hombres;1996;2.682
36015 Cuntis;Mujeres;2020;2.450
36015 Cuntis;Mujeres;2019;2.459
36015 Cuntis;Mujeres;2018;2.467
36015 Cuntis;Mujeres;2017;2.495
36015 Cuntis;Mujeres;2016;2.532
36015 Cuntis;Mujeres;2015;2.567
36015 Cuntis;Mujeres;2014;2.596
36015 Cuntis;Mujeres;2013;2.602
36015 Cuntis;Mujeres;2012;2.635
36015 Cuntis;Mujeres;2011;2.683
36015 Cuntis;Mujeres;2010;2.699
36015 Cuntis;Mujeres;2009;2.712
36015 Cuntis;Mujeres;2008;2.752
36015 Cuntis;Mujeres;2007;2.773
36015 Cuntis;Mujeres;2006;2.803
36015 Cuntis;Mujeres;2005;2.840
36015 Cuntis;Mujeres;2004;2.898
36015 Cuntis;Mujeres;2003;2.935
36015 Cuntis;Mujeres;2002;2.988
36015 Cuntis;Mujeres;2001;3.021
36015 Cuntis;Mujeres;2000;3.050
36015 Cuntis;Mujeres;1999;3.041
36015 Cuntis;Mujeres;1998;3.091
36015 Cuntis;Mujeres;1997;""
